PuGrp,PUnit,Chunk,ValidSectors,InvalidSectors,UnusedSectors,ValidRatio,InvalidRatio
4,3,3,4096,0,0,1,0
4,3,15,1524,2572,0,0.37207,0.62793
4,3,17,1633,2463,0,0.398682,0.601318
4,3,23,1618,2478,0,0.39502,0.60498
4,3,27,1594,2502,0,0.38916,0.61084
5,0,0,0,4096,0,0,1
5,0,1,4096,0,0,1,0
5,0,2,4096,0,0,1,0
5,0,3,4096,0,0,1,0
5,0,15,1577,2519,0,0.38501,0.61499
5,0,17,1609,2487,0,0.392822,0.607178
5,0,23,1603,2493,0,0.391357,0.608643
5,0,27,1524,2572,0,0.37207,0.62793
5,1,0,0,4096,0,0,1
5,1,1,4096,0,0,1,0
5,1,2,4096,0,0,1,0
5,1,3,4096,0,0,1,0
5,1,15,1541,2555,0,0.376221,0.623779
5,1,17,1625,2471,0,0.396729,0.603271
5,1,23,1593,2503,0,0.388916,0.611084
5,1,27,1578,2518,0,0.385254,0.614746
5,2,0,0,4096,0,0,1
5,2,1,4096,0,0,1,0
5,2,2,4096,0,0,1,0
5,2,3,4096,0,0,1,0
5,2,15,1597,2499,0,0.389893,0.610107
5,2,17,1574,2522,0,0.384277,0.615723
5,2,23,1610,2486,0,0.393066,0.606934
5,2,27,1584,2512,0,0.386719,0.613281
5,3,0,0,4096,0,0,1
5,3,1,4096,0,0,1,0
5,3,2,4096,0,0,1,0
5,3,3,544,0,3552,0.132812,0
5,3,15,829,3267,0,0.202393,0.797607
5,3,17,1555,2541,0,0.379639,0.620361
5,3,23,1592,2504,0,0.388672,0.611328
5,3,27,1567,2529,0,0.382568,0.617432
6,0,0,0,4096,0,0,1
6,0,1,4096,0,0,1,0
6,0,2,4067,29,0,0.99292,0.00708008
6,0,15,1596,2500,0,0.389648,0.610352
6,0,17,1572,2524,0,0.383789,0.616211
6,0,23,1544,2552,0,0.376953,0.623047
6,0,27,1536,2560,0,0.375,0.625
6,1,0,0,4096,0,0,1
6,1,1,4096,0,0,1,0
6,1,2,4085,11,0,0.997314,0.00268555
6,1,15,1646,2450,0,0.401855,0.598145
6,1,17,1521,2575,0,0.371338,0.628662
6,1,23,1582,2514,0,0.38623,0.61377
6,1,27,1591,2505,0,0.388428,0.611572
6,2,0,0,4096,0,0,1
6,2,1,4053,43,0,0.989502,0.010498
6,2,2,4096,0,0,1,0
6,2,15,1559,2537,0,0.380615,0.619385
6,2,17,1621,2475,0,0.395752,0.604248
6,2,23,1595,2501,0,0.389404,0.610596
6,2,27,1584,2512,0,0.386719,0.613281
6,3,0,0,4096,0,0,1
6,3,1,4040,56,0,0.986328,0.0136719
6,3,2,4096,0,0,1,0
6,3,17,1545,2551,0,0.377197,0.622803
6,3,23,1604,2492,0,0.391602,0.608398
6,3,27,1584,2512,0,0.386719,0.613281
7,0,0,18,4078,0,0.00439453,0.995605
7,0,1,4096,0,0,1,0
7,0,2,4096,0,0,1,0
7,0,15,1591,2505,0,0.388428,0.611572
7,0,17,1557,2539,0,0.380127,0.619873
7,0,23,1539,2557,0,0.375732,0.624268
7,0,27,1593,2503,0,0.388916,0.611084
7,1,0,11,4085,0,0.00268555,0.997314
7,1,1,4096,0,0,1,0
7,1,2,4096,0,0,1,0
7,1,15,1543,2553,0,0.376709,0.623291
7,1,17,1598,2498,0,0.390137,0.609863
7,1,23,1585,2511,0,0.386963,0.613037
7,1,27,1569,2527,0,0.383057,0.616943
7,2,0,0,4096,0,0,1
7,2,1,4096,0,0,1,0
7,2,2,4096,0,0,1,0
7,2,15,1612,2484,0,0.393555,0.606445
7,2,17,822,3274,0,0.200684,0.799316
7,2,23,1615,2481,0,0.394287,0.605713
7,2,27,820,3276,0,0.200195,0.799805
7,3,0,0,4096,0,0,1
7,3,1,4096,0,0,1,0
7,3,2,4096,0,0,1,0
7,3,15,1559,2537,0,0.380615,0.619385
7,3,17,1564,2532,0,0.381836,0.618164
7,3,23,1583,2513,0,0.386475,0.613525
7,3,27,1575,2521,0,0.384521,0.615479
