PuGrp,PUnit,Chunk,ValidSectors,InvalidSectors,UnusedSectors,ValidRatio,InvalidRatio
0,0,1,4096,0,0,1,0
0,0,2,4096,0,0,1,0
0,0,3,4096,0,0,1,0
0,0,4,3804,292,0,0.928711,0.0712891
0,0,5,1430,2666,0,0.349121,0.650879
0,0,6,1500,2596,0,0.366211,0.633789
0,0,7,1475,2621,0,0.360107,0.639893
0,0,8,1236,2140,720,0.301758,0.522461
0,1,0,4096,0,0,1,0
0,1,1,4096,0,0,1,0
0,1,2,4096,0,0,1,0
0,1,3,3800,296,0,0.927734,0.0722656
0,1,4,1514,2582,0,0.369629,0.630371
0,1,5,1451,2645,0,0.354248,0.645752
0,1,6,1474,2622,0,0.359863,0.640137
0,1,7,1251,2125,720,0.30542,0.518799
0,2,0,4096,0,0,1,0
0,2,1,4096,0,0,1,0
0,2,2,4096,0,0,1,0
0,2,3,3802,294,0,0.928223,0.0717773
0,2,4,1473,2623,0,0.359619,0.640381
0,2,5,1406,2690,0,0.343262,0.656738
0,2,6,1569,2527,0,0.383057,0.616943
0,2,7,1204,2172,720,0.293945,0.530273
0,3,0,4096,0,0,1,0
0,3,1,4096,0,0,1,0
0,3,2,4096,0,0,1,0
0,3,3,3803,293,0,0.928467,0.0715332
0,3,4,1453,2643,0,0.354736,0.645264
0,3,5,1486,2610,0,0.362793,0.637207
0,3,6,1436,2660,0,0.350586,0.649414
0,3,7,1276,2100,720,0.311523,0.512695
1,0,0,4096,0,0,1,0
1,0,1,4096,0,0,1,0
1,0,2,4096,0,0,1,0
1,0,3,3804,292,0,0.928711,0.0712891
1,0,4,1508,2588,0,0.368164,0.631836
1,0,5,1407,2689,0,0.343506,0.656494
1,0,6,1467,2629,0,0.358154,0.641846
1,0,7,1245,2131,720,0.303955,0.520264
1,1,0,4096,0,0,1,0
1,1,1,4096,0,0,1,0
1,1,2,4096,0,0,1,0
1,1,3,3803,293,0,0.928467,0.0715332
1,1,4,1459,2637,0,0.356201,0.643799
1,1,5,1467,2629,0,0.358154,0.641846
1,1,6,1459,2637,0,0.356201,0.643799
1,1,7,1299,2077,720,0.317139,0.50708
1,2,0,4096,0,0,1,0
1,2,1,4096,0,0,1,0
1,2,2,4096,0,0,1,0
1,2,3,3804,292,0,0.928711,0.0712891
1,2,4,1480,2616,0,0.361328,0.638672
1,2,5,1449,2647,0,0.35376,0.64624
1,2,6,1477,2619,0,0.360596,0.639404
1,2,7,1233,2143,720,0.301025,0.523193
1,3,0,4096,0,0,1,0
1,3,1,4096,0,0,1,0
1,3,2,4096,0,0,1,0
1,3,3,3802,294,0,0.928223,0.0717773
1,3,4,1478,2618,0,0.36084,0.63916
1,3,5,1507,2589,0,0.36792,0.63208
1,3,6,1442,2654,0,0.352051,0.647949
1,3,7,1240,2136,720,0.302734,0.521484
2,0,0,4096,0,0,1,0
2,0,1,4096,0,0,1,0
2,0,2,4096,0,0,1,0
2,0,3,3804,292,0,0.928711,0.0712891
2,0,4,1517,2579,0,0.370361,0.629639
2,0,5,1472,2624,0,0.359375,0.640625
2,0,6,1438,2658,0,0.351074,0.648926
2,0,7,1226,2150,720,0.299316,0.524902
2,1,0,4096,0,0,1,0
2,1,1,4096,0,0,1,0
2,1,2,4096,0,0,1,0
2,1,3,3803,293,0,0.928467,0.0715332
2,1,4,1514,2582,0,0.369629,0.630371
2,1,5,1462,2634,0,0.356934,0.643066
2,1,6,1454,2642,0,0.35498,0.64502
2,1,7,1229,2147,720,0.300049,0.52417
2,2,0,4096,0,0,1,0
2,2,1,4096,0,0,1,0
2,2,2,4096,0,0,1,0
2,2,3,3804,292,0,0.928711,0.0712891
2,2,4,1483,2613,0,0.362061,0.637939
2,2,5,1473,2623,0,0.359619,0.640381
2,2,6,1426,2670,0,0.348145,0.651855
2,2,7,1226,2150,720,0.299316,0.524902
2,3,0,4096,0,0,1,0
2,3,1,4096,0,0,1,0
2,3,2,4096,0,0,1,0
2,3,3,3803,293,0,0.928467,0.0715332
2,3,4,1440,2656,0,0.351562,0.648438
2,3,5,1473,2623,0,0.359619,0.640381
2,3,6,1448,2648,0,0.353516,0.646484
2,3,7,1237,2139,720,0.302002,0.522217
3,0,0,4096,0,0,1,0
3,0,1,4096,0,0,1,0
3,0,2,4096,0,0,1,0
3,0,3,3804,292,0,0.928711,0.0712891
3,0,4,1502,2594,0,0.366699,0.633301
3,0,5,1481,2615,0,0.361572,0.638428
3,0,6,1469,2627,0,0.358643,0.641357
3,0,7,1214,2162,720,0.296387,0.527832
3,1,0,4096,0,0,1,0
3,1,1,4096,0,0,1,0
3,1,2,4096,0,0,1,0
3,1,3,3803,293,0,0.928467,0.0715332
3,1,4,1537,2559,0,0.375244,0.624756
3,1,5,1451,2645,0,0.354248,0.645752
3,1,6,1485,2611,0,0.362549,0.637451
3,1,7,1233,2143,720,0.301025,0.523193
3,2,0,4096,0,0,1,0
3,2,1,4096,0,0,1,0
3,2,2,4096,0,0,1,0
3,2,3,3802,294,0,0.928223,0.0717773
3,2,4,1482,2614,0,0.361816,0.638184
3,2,5,1459,2637,0,0.356201,0.643799
3,2,6,1482,2614,0,0.361816,0.638184
3,2,7,1241,2135,720,0.302979,0.52124
3,3,0,4096,0,0,1,0
3,3,1,4096,0,0,1,0
3,3,2,4096,0,0,1,0
3,3,3,3804,292,0,0.928711,0.0712891
3,3,4,1441,2655,0,0.351807,0.648193
3,3,5,1463,2633,0,0.357178,0.642822
3,3,6,1506,2590,0,0.367676,0.632324
3,3,7,1201,2175,720,0.293213,0.531006
4,0,0,4096,0,0,1,0
4,0,1,4096,0,0,1,0
4,0,2,4096,0,0,1,0
4,0,3,3803,293,0,0.928467,0.0715332
4,0,4,1433,2663,0,0.349854,0.650146
4,0,5,1464,2632,0,0.357422,0.642578
4,0,6,1459,2637,0,0.356201,0.643799
4,0,7,1261,2115,720,0.307861,0.516357
4,1,0,4096,0,0,1,0
4,1,1,4096,0,0,1,0
4,1,2,4096,0,0,1,0
4,1,3,3804,292,0,0.928711,0.0712891
4,1,4,1482,2614,0,0.361816,0.638184
4,1,5,1446,2650,0,0.353027,0.646973
4,1,6,1490,2606,0,0.36377,0.63623
4,1,7,1242,2134,720,0.303223,0.520996
4,2,0,4096,0,0,1,0
4,2,1,4096,0,0,1,0
4,2,2,4096,0,0,1,0
4,2,3,3801,295,0,0.927979,0.0720215
4,2,4,1484,2612,0,0.362305,0.637695
4,2,5,1455,2641,0,0.355225,0.644775
4,2,6,1476,2620,0,0.360352,0.639648
4,2,7,1236,2140,720,0.301758,0.522461
4,3,0,4096,0,0,1,0
4,3,1,4096,0,0,1,0
4,3,2,4096,0,0,1,0
4,3,3,3803,293,0,0.928467,0.0715332
4,3,4,1453,2643,0,0.354736,0.645264
4,3,5,1512,2584,0,0.369141,0.630859
4,3,6,1463,2633,0,0.357178,0.642822
4,3,7,1243,2133,720,0.303467,0.520752
5,0,0,4096,0,0,1,0
5,0,1,4096,0,0,1,0
5,0,2,4096,0,0,1,0
5,0,3,3810,286,0,0.930176,0.0698242
5,0,4,1484,2612,0,0.362305,0.637695
5,0,5,1507,2589,0,0.36792,0.63208
5,0,6,1463,2633,0,0.357178,0.642822
5,0,7,1184,2184,728,0.289062,0.533203
5,1,0,4096,0,0,1,0
5,1,1,4096,0,0,1,0
5,1,2,4096,0,0,1,0
5,1,3,3803,293,0,0.928467,0.0715332
5,1,4,1448,2648,0,0.353516,0.646484
5,1,5,1506,2590,0,0.367676,0.632324
5,1,6,1424,2672,0,0.347656,0.652344
5,1,7,1274,2102,720,0.311035,0.513184
5,2,0,4096,0,0,1,0
5,2,1,4096,0,0,1,0
5,2,2,4096,0,0,1,0
5,2,3,3803,293,0,0.928467,0.0715332
5,2,4,1498,2598,0,0.365723,0.634277
5,2,5,1511,2585,0,0.368896,0.631104
5,2,6,1508,2588,0,0.368164,0.631836
5,2,7,1211,2165,720,0.295654,0.528564
5,3,0,4096,0,0,1,0
5,3,1,4096,0,0,1,0
5,3,2,4096,0,0,1,0
5,3,3,3801,295,0,0.927979,0.0720215
5,3,4,1503,2593,0,0.366943,0.633057
5,3,5,1448,2648,0,0.353516,0.646484
5,3,6,1473,2623,0,0.359619,0.640381
5,3,7,1268,2108,720,0.30957,0.514648
6,0,0,4096,0,0,1,0
6,0,1,4096,0,0,1,0
6,0,2,4096,0,0,1,0
6,0,3,3804,292,0,0.928711,0.0712891
6,0,4,1440,2656,0,0.351562,0.648438
6,0,5,1461,2635,0,0.356689,0.643311
6,0,6,1511,2585,0,0.368896,0.631104
6,0,7,1224,2152,720,0.298828,0.525391
6,1,0,4096,0,0,1,0
6,1,1,4096,0,0,1,0
6,1,2,4096,0,0,1,0
6,1,3,3804,292,0,0.928711,0.0712891
6,1,4,1429,2667,0,0.348877,0.651123
6,1,5,1502,2594,0,0.366699,0.633301
6,1,6,1431,2665,0,0.349365,0.650635
6,1,7,1218,2158,720,0.297363,0.526855
6,2,0,4096,0,0,1,0
6,2,1,4096,0,0,1,0
6,2,2,4096,0,0,1,0
6,2,3,3803,293,0,0.928467,0.0715332
6,2,4,1521,2575,0,0.371338,0.628662
6,2,5,1496,2600,0,0.365234,0.634766
6,2,6,1476,2620,0,0.360352,0.639648
6,2,7,1227,2149,720,0.299561,0.524658
6,3,0,4096,0,0,1,0
6,3,1,4096,0,0,1,0
6,3,2,4096,0,0,1,0
6,3,3,3804,292,0,0.928711,0.0712891
6,3,4,1482,2614,0,0.361816,0.638184
6,3,5,1472,2624,0,0.359375,0.640625
6,3,6,1452,2644,0,0.354492,0.645508
6,3,7,1202,2174,720,0.293457,0.530762
7,0,0,4096,0,0,1,0
7,0,1,4096,0,0,1,0
7,0,2,4096,0,0,1,0
7,0,3,3803,293,0,0.928467,0.0715332
7,0,4,1517,2579,0,0.370361,0.629639
7,0,5,1427,2669,0,0.348389,0.651611
7,0,6,1428,2668,0,0.348633,0.651367
7,0,7,1233,2143,720,0.301025,0.523193
7,1,0,4096,0,0,1,0
7,1,1,4096,0,0,1,0
7,1,2,4096,0,0,1,0
7,1,3,3803,293,0,0.928467,0.0715332
7,1,4,1478,2618,0,0.36084,0.63916
7,1,5,1454,2642,0,0.35498,0.64502
7,1,6,1476,2620,0,0.360352,0.639648
7,1,7,1237,2139,720,0.302002,0.522217
7,2,0,4096,0,0,1,0
7,2,1,4096,0,0,1,0
7,2,2,4096,0,0,1,0
7,2,3,3804,292,0,0.928711,0.0712891
7,2,4,1486,2610,0,0.362793,0.637207
7,2,5,1490,2606,0,0.36377,0.63623
7,2,6,1493,2603,0,0.364502,0.635498
7,2,7,1189,2187,720,0.290283,0.533936
7,3,0,4096,0,0,1,0
7,3,1,4096,0,0,1,0
7,3,2,4096,0,0,1,0
7,3,3,3803,293,0,0.928467,0.0715332
7,3,4,1548,2548,0,0.37793,0.62207
7,3,5,1481,2615,0,0.361572,0.638428
7,3,6,1437,2659,0,0.35083,0.64917
7,3,7,1210,2166,720,0.29541,0.528809
