'Time';'Channel';'PU';'Read';'Write'
42.5098;0;0;;8
42.5191;0;1;;8
42.5277;0;2;;8
42.5372;0;3;;8
42.5472;0;4;;8
42.5552;0;5;;0
42.5632;0;6;;0
42.5711;0;7;;0
42.581;1;0;;8
42.5884;1;1;;0
42.5965;1;2;;8
42.6039;1;3;;0
42.6124;1;4;;8
42.6215;1;5;;8
42.6272;1;6;;0
42.6339;1;7;;0
42.6417;2;0;;8
42.6509;2;1;;8
42.6567;2;2;;0
42.6656;2;3;;8
42.6755;2;4;;8
42.6841;2;5;;8
42.6913;2;6;;0
42.7;2;7;;8
42.7098;3;0;;8
42.7163;3;1;;0
42.7231;3;2;;0
42.7325;3;3;;8
42.7411;3;4;;8
42.7466;3;5;;0
43.6735;0;0;232
43.7562;0;1;247
43.8525;0;2;244
43.8526;0;3;242
43.9297;0;4;247
44.0106;0;5;246
44.0107;0;6;248
44.0849;0;7;261
44.085;1;0;234
44.3733;1;1;229
44.3851;0;0;;0
44.4005;0;1;;8
44.4136;0;2;;8
44.4239;0;3;;8
44.4329;0;4;;8
44.4428;0;5;;16
44.4517;0;6;;8
44.4618;0;7;;8
44.4699;1;0;;8
44.478;1;1;;8
44.4866;1;2;;8
44.4959;1;3;;16
44.5044;1;4;;8
44.5127;1;5;;8
44.521;1;6;;8
44.5303;1;7;;8
44.5373;2;0;;0
44.5458;2;1;;8
44.5541;2;2;;8
44.563;2;3;;8
44.5724;2;4;;8
44.5811;2;5;;8
44.5897;2;6;;8
44.5982;2;7;;8
44.6063;3;0;;8
44.6153;3;1;;8
44.6244;3;2;;8
44.6321;3;3;;8
44.6399;3;4;;8
44.6499;3;5;;16
45.5266;0;0;260
45.6127;0;1;234
45.7063;0;2;241
45.7064;0;3;226
45.783;0;4;248
45.855;0;5;268
45.8552;0;6;253
45.9345;0;7;224
45.9346;1;0;259
46.0098;1;1;238
46.0229;0;0;;16
46.0324;0;1;;8
46.0429;0;2;;8
46.052;0;3;;8
46.0615;0;4;;8
46.0721;0;5;;8
46.0821;0;6;;16
46.0906;0;7;;8
46.0999;1;0;;8
46.1089;1;1;;8
46.1177;1;2;;8
46.1275;1;3;;8
46.1361;1;4;;8
46.1454;1;5;;8
46.1543;1;6;;8
46.1622;1;7;;8
46.1728;2;0;;16
46.1819;2;1;;8
46.1915;2;2;;8
46.201;2;3;;8
46.2098;2;4;;8
46.2183;2;5;;8
46.2289;2;6;;16
46.2376;2;7;;8
46.2473;3;0;;8
46.2557;3;1;;8
46.2665;3;2;;16
46.2748;3;3;;8
46.2845;3;4;;8
46.2933;3;5;;8
47.1638;0;0;255
47.247;0;1;234
47.334;0;2;247
47.3341;0;3;250
47.4134;0;4;241
47.4921;0;5;247
47.4922;0;6;269
47.5594;0;7;223
47.5595;1;0;241
47.644;1;1;261
47.6569;0;0;;8
47.6673;0;1;;8
47.6787;0;2;;8
47.689;0;3;;8
47.6989;0;4;;8
47.7092;0;5;;8
47.7189;0;6;;8
47.7276;0;7;;8
47.7371;1;0;;8
47.7471;1;1;;8
47.7572;1;2;;8
47.7659;1;3;;8
47.7746;1;4;;8
47.7836;1;5;;8
47.7932;1;6;;8
47.8021;1;7;;8
47.8108;2;0;;8
47.8194;2;1;;8
47.8289;2;2;;8
47.8383;2;3;;8
47.8472;2;4;;8
47.8565;2;5;;8
47.8649;2;6;;8
47.8733;2;7;;8
47.8832;3;0;;8
47.8953;3;1;;16
47.9041;3;2;;8
47.9134;3;3;;8
47.9224;3;4;;8
47.9315;3;5;;8
49.2092;0;0;8
49.2152;0;1;9
49.2206;0;2;9
49.2207;0;3;9
49.2258;0;4;8
49.2306;0;5;9
49.2307;0;6;9
49.2361;0;7;9
49.2362;1;0;9
49.242;1;1;8
49.2552;0;0;;8
49.2678;0;1;;8
49.2807;0;2;;8
49.291;0;3;;8
49.3005;0;4;;8
49.3104;0;5;;8
49.3192;0;6;;8
49.328;0;7;;8
49.3367;1;0;;8
49.346;1;1;;8
49.3564;1;2;;8
49.3672;1;3;;8
49.3772;1;4;;8
49.3872;1;5;;8
49.3951;1;6;;8
49.4038;1;7;;8
49.4135;2;0;;8
49.4226;2;1;;8
49.4316;2;2;;8
49.4422;2;3;;8
49.4514;2;4;;8
49.4607;2;5;;8
49.4696;2;6;;8
49.4783;2;7;;8
49.4885;3;0;;8
49.4962;3;1;;0
49.5062;3;2;;8
49.5156;3;3;;8
49.5255;3;4;;8
49.5334;3;5;;8
50.3278;0;0;8
50.3337;0;1;7
50.3391;0;2;10
50.3391;0;3;8
50.3452;0;4;9
50.3508;0;5;8
50.3509;0;6;7
50.3568;0;7;8
50.3569;1;0;8
50.363;1;1;9
50.3773;0;0;;8
50.3893;0;1;;8
50.4039;0;2;;8
50.4137;0;3;;8
50.4242;0;4;;8
50.4327;0;5;;8
50.4411;0;6;;8
50.4501;0;7;;8
50.4583;1;0;;8
50.4691;1;1;;8
50.4793;1;2;;8
50.4901;1;3;;8
50.5003;1;4;;8
50.5102;1;5;;8
50.5195;1;6;;8
50.5309;1;7;;16
50.5408;2;0;;8
50.5504;2;1;;8
50.561;2;2;;8
50.5708;2;3;;8
50.5812;2;4;;8
50.5915;2;5;;8
50.6011;2;6;;8
50.6106;2;7;;8
50.6216;3;0;;8
50.6313;3;1;;8
50.6405;3;2;;8
50.6504;3;3;;8
50.6601;3;4;;8
50.6689;3;5;;8
51.4958;0;0;8
51.5013;0;1;9
51.5068;0;2;8
51.5068;0;3;8
51.512;0;4;8
51.5175;0;5;9
51.5176;0;6;8
51.5236;0;7;8
51.5237;1;0;10
51.5291;1;1;9
51.5442;0;0;;8
51.5594;0;1;;8
51.5741;0;2;;8
51.5837;0;3;;8
51.5927;0;4;;8
51.6028;0;5;;8
51.6104;0;6;;8
51.6182;0;7;;8
51.6274;1;0;;8
51.6392;1;1;;8
51.6513;1;2;;8
51.6625;1;3;;8
51.6737;1;4;;8
51.6836;1;5;;8
51.694;1;6;;8
51.7021;1;7;;0
51.7124;2;0;;8
51.7242;2;1;;8
51.7345;2;2;;8
51.7457;2;3;;8
51.7558;2;4;;8
51.7653;2;5;;8
51.776;2;6;;8
51.7863;2;7;;8
51.7971;3;0;;8
51.8095;3;1;;16
51.8186;3;2;;8
51.828;3;3;;8
51.8383;3;4;;8
51.8482;3;5;;8
52.6394;0;0;9
52.6456;0;1;9
52.6503;0;2;8
52.6503;0;3;9
52.6553;0;4;9
52.6602;0;5;9
52.6603;0;6;8
52.6665;0;7;9
52.6666;1;0;8
52.6724;1;1;8
52.6876;0;0;;8
52.7046;0;1;;8
52.7193;0;2;;8
52.7294;0;3;;8
52.7387;0;4;;8
52.7479;0;5;;8
52.7555;0;6;;8
52.7636;0;7;;8
52.7711;1;0;;8
52.7834;1;1;;16
52.7956;1;2;;8
52.8071;1;3;;8
52.8183;1;4;;8
52.8293;1;5;;8
52.8397;1;6;;8
52.8501;1;7;;8
52.8609;2;0;;8
52.8718;2;1;;8
52.8838;2;2;;8
52.8957;2;3;;8
52.9061;2;4;;8
52.916;2;5;;8
52.9251;2;6;;8
52.9356;2;7;;8
52.9465;3;0;;8
52.9574;3;1;;8
52.9676;3;2;;8
52.9777;3;3;;8
52.9883;3;4;;8
52.9976;3;5;;8
53.7865;0;0;8
53.7916;0;1;9
53.7965;0;2;9
53.7966;0;3;9
53.802;0;4;8
53.8073;0;5;8
53.8074;0;6;9
53.8135;0;7;8
53.8137;1;0;9
53.819;1;1;9
53.8331;0;0;;8
53.8484;0;1;;8
53.8639;0;2;;8
53.8743;0;3;;8
53.8846;0;4;;8
53.894;0;5;;8
53.9024;0;6;;8
53.9109;0;7;;16
53.9185;1;0;;8
53.9306;1;1;;8
53.9427;1;2;;8
53.9543;1;3;;8
53.9661;1;4;;8
53.9775;1;5;;8
53.9875;1;6;;8
53.9976;1;7;;8
54.0092;2;0;;8
54.0192;2;1;;8
54.0302;2;2;;8
54.0415;2;3;;8
54.052;2;4;;8
54.0626;2;5;;8
54.0725;2;6;;8
54.082;2;7;;8
54.0936;3;0;;8
54.1047;3;1;;8
54.1145;3;2;;8
54.1252;3;3;;8
54.1348;3;4;;8
54.1445;3;5;;8
54.9225;0;0;9
54.9279;0;1;8
54.9333;0;2;8
54.9333;0;3;8
54.9391;0;4;8
54.9443;0;5;9
54.9444;0;6;9
54.9504;0;7;8
54.9505;1;0;8
54.9563;1;1;9
54.9719;0;0;;8
54.9871;0;1;;8
55.0014;0;2;;8
55.0123;0;3;;8
55.0216;0;4;;8
55.0316;0;5;;8
55.0397;0;6;;8
55.0462;0;7;;0
55.0541;1;0;;8
55.067;1;1;;8
55.0777;1;2;;8
55.09;1;3;;8
55.1018;1;4;;8
55.1125;1;5;;8
55.1257;1;6;;16
55.1364;1;7;;8
55.1474;2;0;;8
55.1587;2;1;;8
55.1696;2;2;;8
55.1796;2;3;;8
55.1921;2;4;;8
55.2015;2;5;;8
55.2122;2;6;;8
55.2222;2;7;;8
55.2336;3;0;;8
55.2441;3;1;;8
55.2552;3;2;;8
55.2658;3;3;;8
55.2757;3;4;;8
55.2865;3;5;;8
56.0926;0;0;8
56.098;0;1;9
56.1033;0;2;8
56.1033;0;3;8
56.1082;0;4;9
56.1133;0;5;8
56.1134;0;6;7
56.1201;0;7;9
56.1202;1;0;9
56.1258;1;1;8
56.1407;0;0;;8
56.1557;0;1;;8
56.1685;0;2;;8
56.1783;0;3;;8
56.1886;0;4;;8
56.1977;0;5;;8
56.2042;0;6;;8
56.2124;0;7;;16
56.22;1;0;;8
56.2314;1;1;;8
56.2431;1;2;;8
56.255;1;3;;8
56.2656;1;4;;8
56.2773;1;5;;8
56.2878;1;6;;8
56.2988;1;7;;16
56.3086;2;0;;8
56.32;2;1;;8
56.3294;2;2;;8
56.3402;2;3;;8
56.353;2;4;;8
56.3629;2;5;;8
56.3728;2;6;;8
56.3822;2;7;;8
56.3934;3;0;;8
56.4041;3;1;;8
56.4142;3;2;;8
56.4244;3;3;;8
56.4337;3;4;;8
56.4429;3;5;;8
57.6761;0;0;8
57.6815;0;1;8
57.6867;0;2;8
57.6867;0;3;9
57.6932;0;4;8
57.6986;0;5;8
57.6987;0;6;8
57.7041;0;7;8
57.7042;1;0;8
57.7091;1;1;8
57.7224;0;0;;8
57.7374;0;1;;8
57.7514;0;2;;8
57.7613;0;3;;8
57.7709;0;4;;8
57.7812;0;5;;8
57.7884;0;6;;8
57.7963;0;7;;8
57.8026;1;0;;8
57.8135;1;1;;8
57.8271;1;2;;16
57.8387;1;3;;8
57.8491;1;4;;8
57.8597;1;5;;8
57.8704;1;6;;8
57.8805;1;7;;8
57.8896;2;0;;8
57.8994;2;1;;8
57.9097;2;2;;8
57.9204;2;3;;8
57.9318;2;4;;8
57.941;2;5;;8
57.9504;2;6;;8
57.9595;2;7;;8
57.9694;3;0;;8
57.9805;3;1;;8
57.9914;3;2;;8
57.9999;3;3;;8
58.009;3;4;;8
58.0196;3;5;;8
59.2107;0;0;9
59.2163;0;1;8
59.2221;0;2;8
59.2221;0;3;7
59.2281;0;4;8
59.234;0;5;9
59.2341;0;6;10
59.24;0;7;8
59.24;1;0;9
59.246;1;1;7
59.262;0;0;;8
59.2754;0;1;;8
59.2885;0;2;;8
59.2973;0;3;;8
59.3071;0;4;;8
59.3178;0;5;;8
59.3254;0;6;;8
59.3322;0;7;;8
59.34;1;0;;8
59.3512;1;1;;8
59.3626;1;2;;8
59.3747;1;3;;8
59.3847;1;4;;8
59.3957;1;5;;8
59.4066;1;6;;8
59.4143;1;7;;8
59.4234;2;0;;8
59.4331;2;1;;16
59.4437;2;2;;8
59.4552;2;3;;8
59.4656;2;4;;8
59.4739;2;5;;8
59.4824;2;6;;8
59.4909;2;7;;8
59.5013;3;0;;8
59.5107;3;1;;8
59.521;3;2;;8
59.529;3;3;;8
59.5381;3;4;;8
59.5471;3;5;;8
60.357;0;0;9
60.3633;0;1;8
60.3692;0;2;9
60.3692;0;3;9
60.3753;0;4;8
60.3812;0;5;9
60.3813;0;6;9
60.3867;0;7;8
60.3868;1;0;9
60.3921;1;1;9
60.4076;0;0;;8
60.4204;0;1;;8
60.4342;0;2;;8
60.4441;0;3;;8
60.4537;0;4;;8
60.4629;0;5;;8
60.4708;0;6;;8
60.4774;0;7;;8
60.4844;1;0;;8
60.4961;1;1;;8
60.5088;1;2;;8
60.519;1;3;;8
60.5289;1;4;;8
60.5395;1;5;;8
60.5506;1;6;;8
60.5596;1;7;;8
60.568;2;0;;8
60.5767;2;1;;8
60.5873;2;2;;8
60.5983;2;3;;8
60.6086;2;4;;8
60.6177;2;5;;8
60.6258;2;6;;8
60.6345;2;7;;8
60.6453;3;0;;8
60.6575;3;1;;8
60.6675;3;2;;8
60.6762;3;3;;8
60.6842;3;4;;8
60.6929;3;5;;8
