PuGrp,PUnit,Chunk,ValidSectors,InvalidSectors,UnusedSectors,ValidRatio,InvalidRatio
4,1,10,1921,2175,0,0.468994,0.531006
4,1,11,1891,2205,0,0.46167,0.53833
4,1,12,1871,2225,0,0.456787,0.543213
4,1,13,1848,2248,0,0.451172,0.548828
4,1,14,1885,2211,0,0.460205,0.539795
4,1,15,2036,1372,688,0.49707,0.334961
4,2,0,4096,0,0,1,0
4,2,1,4096,0,0,1,0
4,2,2,4096,0,0,1,0
4,2,3,4096,0,0,1,0
4,2,4,4096,0,0,1,0
4,2,5,4096,0,0,1,0
4,2,6,4096,0,0,1,0
4,2,7,3225,871,0,0.787354,0.212646
4,2,8,1867,2229,0,0.455811,0.544189
4,2,9,1855,2241,0,0.452881,0.547119
4,2,10,1872,2224,0,0.457031,0.542969
4,2,11,1910,2186,0,0.466309,0.533691
4,2,12,1884,2212,0,0.459961,0.540039
4,2,13,1872,2224,0,0.457031,0.542969
4,2,14,1910,2186,0,0.466309,0.533691
4,2,15,2050,1358,688,0.500488,0.331543
4,3,0,4096,0,0,1,0
4,3,1,4096,0,0,1,0
4,3,2,4096,0,0,1,0
4,3,3,4096,0,0,1,0
4,3,4,4096,0,0,1,0
4,3,5,4096,0,0,1,0
4,3,6,4096,0,0,1,0
4,3,7,3226,870,0,0.787598,0.212402
4,3,8,1949,2147,0,0.47583,0.52417
4,3,9,1901,2195,0,0.464111,0.535889
4,3,10,1852,2244,0,0.452148,0.547852
4,3,11,1914,2182,0,0.467285,0.532715
4,3,12,1916,2180,0,0.467773,0.532227
4,3,13,1892,2204,0,0.461914,0.538086
4,3,14,1906,2190,0,0.465332,0.534668
4,3,15,2037,1363,696,0.497314,0.332764
5,0,0,4096,0,0,1,0
5,0,1,4096,0,0,1,0
5,0,2,4096,0,0,1,0
5,0,3,4096,0,0,1,0
5,0,4,4096,0,0,1,0
5,0,5,4096,0,0,1,0
5,0,6,4096,0,0,1,0
5,0,7,3225,871,0,0.787354,0.212646
5,0,8,1874,2222,0,0.45752,0.54248
5,0,9,1922,2174,0,0.469238,0.530762
5,0,10,1881,2215,0,0.459229,0.540771
5,0,11,1866,2230,0,0.455566,0.544434
5,0,12,1884,2212,0,0.459961,0.540039
5,0,13,1860,2236,0,0.454102,0.545898
5,0,14,1891,2205,0,0.46167,0.53833
5,0,15,2029,1379,688,0.495361,0.33667
5,1,0,4096,0,0,1,0
5,1,1,4096,0,0,1,0
5,1,2,4096,0,0,1,0
5,1,3,4096,0,0,1,0
5,1,4,4096,0,0,1,0
5,1,5,4096,0,0,1,0
5,1,6,4096,0,0,1,0
5,1,7,3231,865,0,0.788818,0.211182
5,1,8,1888,2208,0,0.460938,0.539062
5,1,9,1884,2212,0,0.459961,0.540039
5,1,10,1908,2188,0,0.46582,0.53418
5,1,11,1868,2228,0,0.456055,0.543945
5,1,12,1917,2179,0,0.468018,0.531982
5,1,13,1906,2190,0,0.465332,0.534668
5,1,14,1862,2234,0,0.45459,0.54541
5,1,15,2060,1340,696,0.50293,0.327148
5,2,0,4096,0,0,1,0
5,2,1,4096,0,0,1,0
5,2,2,4096,0,0,1,0
5,2,3,4096,0,0,1,0
5,2,4,4096,0,0,1,0
5,2,5,4096,0,0,1,0
5,2,6,4096,0,0,1,0
5,2,7,3226,870,0,0.787598,0.212402
5,2,8,1922,2174,0,0.469238,0.530762
5,2,9,1884,2212,0,0.459961,0.540039
5,2,10,1875,2221,0,0.457764,0.542236
5,2,11,1910,2186,0,0.466309,0.533691
5,2,12,1885,2211,0,0.460205,0.539795
5,2,13,1838,2258,0,0.44873,0.55127
5,2,14,1903,2193,0,0.4646,0.5354
5,2,15,2011,1389,696,0.490967,0.339111
5,3,0,4096,0,0,1,0
5,3,1,4096,0,0,1,0
5,3,2,4096,0,0,1,0
5,3,3,4096,0,0,1,0
5,3,4,4096,0,0,1,0
5,3,5,4096,0,0,1,0
5,3,6,4096,0,0,1,0
5,3,7,3224,872,0,0.787109,0.212891
5,3,8,1865,2231,0,0.455322,0.544678
5,3,9,1931,2165,0,0.471436,0.528564
5,3,10,1889,2207,0,0.461182,0.538818
5,3,11,1950,2146,0,0.476074,0.523926
5,3,12,1915,2181,0,0.467529,0.532471
5,3,13,1891,2205,0,0.46167,0.53833
5,3,14,1887,2209,0,0.460693,0.539307
5,3,15,1993,1415,688,0.486572,0.345459
6,0,0,4096,0,0,1,0
6,0,1,4096,0,0,1,0
6,0,2,4096,0,0,1,0
6,0,3,4096,0,0,1,0
6,0,4,4096,0,0,1,0
6,0,5,4096,0,0,1,0
6,0,6,4096,0,0,1,0
6,0,7,3226,870,0,0.787598,0.212402
6,0,8,1943,2153,0,0.474365,0.525635
6,0,9,1837,2259,0,0.448486,0.551514
6,0,10,1900,2196,0,0.463867,0.536133
6,0,11,1931,2165,0,0.471436,0.528564
6,0,12,1889,2207,0,0.461182,0.538818
6,0,13,1903,2193,0,0.4646,0.5354
6,0,14,1905,2191,0,0.465088,0.534912
6,0,15,2043,1365,688,0.498779,0.333252
6,1,0,4096,0,0,1,0
6,1,1,4096,0,0,1,0
6,1,2,4096,0,0,1,0
6,1,3,4096,0,0,1,0
6,1,4,4096,0,0,1,0
6,1,5,4096,0,0,1,0
6,1,6,4096,0,0,1,0
6,1,7,3224,872,0,0.787109,0.212891
6,1,8,1870,2226,0,0.456543,0.543457
6,1,9,1912,2184,0,0.466797,0.533203
6,1,10,1882,2214,0,0.459473,0.540527
6,1,11,1938,2158,0,0.473145,0.526855
6,1,12,1945,2151,0,0.474854,0.525146
6,1,13,1917,2179,0,0.468018,0.531982
6,1,14,1916,2180,0,0.467773,0.532227
6,1,15,2017,1391,688,0.492432,0.3396
6,2,0,4096,0,0,1,0
6,2,1,4096,0,0,1,0
6,2,2,4096,0,0,1,0
6,2,3,4096,0,0,1,0
6,2,4,4096,0,0,1,0
6,2,5,4096,0,0,1,0
6,2,6,4096,0,0,1,0
6,2,7,3225,871,0,0.787354,0.212646
6,2,8,1908,2188,0,0.46582,0.53418
6,2,9,1925,2171,0,0.469971,0.530029
6,2,10,1893,2203,0,0.462158,0.537842
6,2,11,1837,2259,0,0.448486,0.551514
6,2,12,1882,2214,0,0.459473,0.540527
6,2,13,1858,2238,0,0.453613,0.546387
6,2,14,1883,2213,0,0.459717,0.540283
6,2,15,2003,1405,688,0.489014,0.343018
6,3,0,4096,0,0,1,0
6,3,1,4096,0,0,1,0
6,3,2,4096,0,0,1,0
6,3,3,4096,0,0,1,0
6,3,4,4096,0,0,1,0
6,3,5,4096,0,0,1,0
6,3,6,4096,0,0,1,0
6,3,7,3221,875,0,0.786377,0.213623
6,3,8,1898,2198,0,0.463379,0.536621
6,3,9,1903,2193,0,0.4646,0.5354
6,3,10,1924,2172,0,0.469727,0.530273
6,3,11,1863,2233,0,0.454834,0.545166
6,3,12,1890,2206,0,0.461426,0.538574
6,3,13,1917,2179,0,0.468018,0.531982
6,3,14,1942,2154,0,0.474121,0.525879
6,3,15,1962,1446,688,0.479004,0.353027
7,0,0,4096,0,0,1,0
7,0,1,4096,0,0,1,0
7,0,2,4096,0,0,1,0
7,0,3,4096,0,0,1,0
7,0,4,4096,0,0,1,0
7,0,5,4096,0,0,1,0
7,0,6,4096,0,0,1,0
7,0,7,3221,875,0,0.786377,0.213623
7,0,8,1939,2157,0,0.473389,0.526611
7,0,9,1857,2239,0,0.453369,0.546631
7,0,10,1952,2144,0,0.476562,0.523438
7,0,11,1881,2215,0,0.459229,0.540771
7,0,12,1916,2180,0,0.467773,0.532227
7,0,13,1920,2176,0,0.46875,0.53125
7,0,14,1905,2191,0,0.465088,0.534912
7,0,15,1951,1457,688,0.476318,0.355713
7,1,0,4096,0,0,1,0
7,1,1,4096,0,0,1,0
7,1,2,4096,0,0,1,0
7,1,3,4096,0,0,1,0
7,1,4,4096,0,0,1,0
7,1,5,4096,0,0,1,0
7,1,6,4096,0,0,1,0
7,1,7,3228,868,0,0.788086,0.211914
7,1,8,1912,2184,0,0.466797,0.533203
7,1,9,1894,2202,0,0.462402,0.537598
7,1,10,1931,2165,0,0.471436,0.528564
7,1,11,1892,2204,0,0.461914,0.538086
7,1,12,1861,2235,0,0.454346,0.545654
7,1,13,1953,2143,0,0.476807,0.523193
7,1,14,1903,2193,0,0.4646,0.5354
7,1,15,2037,1363,696,0.497314,0.332764
7,2,0,4096,0,0,1,0
7,2,1,4096,0,0,1,0
7,2,2,4096,0,0,1,0
7,2,3,4096,0,0,1,0
7,2,4,4096,0,0,1,0
7,2,5,4096,0,0,1,0
7,2,6,4096,0,0,1,0
7,2,7,3227,869,0,0.787842,0.212158
7,2,8,1961,2135,0,0.47876,0.52124
7,2,9,1940,2156,0,0.473633,0.526367
7,2,10,1930,2166,0,0.471191,0.528809
7,2,11,1897,2199,0,0.463135,0.536865
7,2,12,1897,2199,0,0.463135,0.536865
7,2,13,1871,2225,0,0.456787,0.543213
7,2,14,1829,2267,0,0.446533,0.553467
7,2,15,1993,1415,688,0.486572,0.345459
7,3,0,4096,0,0,1,0
7,3,1,4096,0,0,1,0
7,3,2,4096,0,0,1,0
7,3,3,4096,0,0,1,0
7,3,4,4096,0,0,1,0
7,3,5,4096,0,0,1,0
7,3,6,4096,0,0,1,0
7,3,7,3224,872,0,0.787109,0.212891
7,3,8,1867,2229,0,0.455811,0.544189
7,3,9,1895,2201,0,0.462646,0.537354
7,3,10,1900,2196,0,0.463867,0.536133
7,3,11,1904,2192,0,0.464844,0.535156
7,3,12,1935,2161,0,0.472412,0.527588
7,3,13,1894,2202,0,0.462402,0.537598
7,3,14,1896,2200,0,0.462891,0.537109
7,3,15,2036,1372,688,0.49707,0.334961
