PuGrp,PUnit,Chunk,ValidSectors,InvalidSectors,UnusedSectors,ValidRatio,InvalidRatio
2,3,3,4096,0,0,1,0
2,3,4,4096,0,0,1,0
2,3,5,4096,0,0,1,0
2,3,15,1985,2111,0,0.484619,0.515381
2,3,16,1993,2103,0,0.486572,0.513428
2,3,17,1999,2097,0,0.488037,0.511963
2,3,23,1951,2145,0,0.476318,0.523682
2,3,27,1969,2127,0,0.480713,0.519287
2,3,28,1999,2097,0,0.488037,0.511963
2,3,29,1915,2181,0,0.467529,0.532471
3,0,0,0,4096,0,0,1
3,0,1,0,4096,0,0,1
3,0,2,4096,0,0,1,0
3,0,3,4096,0,0,1,0
3,0,4,4096,0,0,1,0
3,0,5,4096,0,0,1,0
3,0,15,1955,2141,0,0.477295,0.522705
3,0,16,1957,2139,0,0.477783,0.522217
3,0,17,1865,2231,0,0.455322,0.544678
3,0,23,1922,2174,0,0.469238,0.530762
3,0,24,1976,2120,0,0.482422,0.517578
3,0,27,1972,2124,0,0.481445,0.518555
3,0,29,1933,2163,0,0.471924,0.528076
3,1,0,0,4096,0,0,1
3,1,1,0,4096,0,0,1
3,1,2,4096,0,0,1,0
3,1,3,4096,0,0,1,0
3,1,4,4096,0,0,1,0
3,1,5,4096,0,0,1,0
3,1,15,1964,2132,0,0.479492,0.520508
3,1,16,1915,2181,0,0.467529,0.532471
3,1,17,1977,2119,0,0.482666,0.517334
3,1,23,1911,2185,0,0.466553,0.533447
3,1,24,1960,2136,0,0.478516,0.521484
3,1,27,1989,2107,0,0.485596,0.514404
3,1,28,1955,2141,0,0.477295,0.522705
3,1,29,1991,2105,0,0.486084,0.513916
3,2,0,0,4096,0,0,1
3,2,1,0,4096,0,0,1
3,2,2,4096,0,0,1,0
3,2,3,4096,0,0,1,0
3,2,4,4096,0,0,1,0
3,2,5,4096,0,0,1,0
3,2,15,1902,2194,0,0.464355,0.535645
3,2,16,1970,2126,0,0.480957,0.519043
3,2,17,1919,2177,0,0.468506,0.531494
3,2,23,1974,2122,0,0.481934,0.518066
3,2,24,1979,2117,0,0.483154,0.516846
3,2,27,1976,2120,0,0.482422,0.517578
3,2,28,1906,2190,0,0.465332,0.534668
3,2,29,995,3101,0,0.24292,0.75708
3,3,0,0,4096,0,0,1
3,3,1,5,4091,0,0.0012207,0.998779
3,3,2,4096,0,0,1,0
3,3,3,4096,0,0,1,0
3,3,4,4096,0,0,1,0
3,3,5,4096,0,0,1,0
3,3,15,1988,2108,0,0.485352,0.514648
3,3,16,1980,2116,0,0.483398,0.516602
3,3,17,1905,2191,0,0.465088,0.534912
3,3,23,1990,2106,0,0.48584,0.51416
3,3,24,1949,2147,0,0.47583,0.52417
3,3,27,1970,2126,0,0.480957,0.519043
3,3,28,1978,2118,0,0.48291,0.51709
3,3,29,1938,2158,0,0.473145,0.526855
4,0,0,0,4096,0,0,1
4,0,1,62,4034,0,0.0151367,0.984863
4,0,2,4096,0,0,1,0
4,0,3,4096,0,0,1,0
4,0,4,4096,0,0,1,0
4,0,5,4096,0,0,1,0
4,0,15,1923,2173,0,0.469482,0.530518
4,0,16,1972,2124,0,0.481445,0.518555
4,0,17,2011,2085,0,0.490967,0.509033
4,0,23,1886,2210,0,0.460449,0.539551
4,0,24,1958,2138,0,0.478027,0.521973
4,0,27,1967,2129,0,0.480225,0.519775
4,0,28,1881,2215,0,0.459229,0.540771
4,0,29,2007,2089,0,0.48999,0.51001
4,1,0,0,4096,0,0,1
4,1,1,0,4096,0,0,1
4,1,2,4096,0,0,1,0
4,1,3,4096,0,0,1,0
4,1,4,4096,0,0,1,0
4,1,5,4096,0,0,1,0
4,1,15,1930,2166,0,0.471191,0.528809
4,1,16,2012,2084,0,0.491211,0.508789
4,1,17,1949,2147,0,0.47583,0.52417
4,1,23,1964,2132,0,0.479492,0.520508
4,1,24,1958,2138,0,0.478027,0.521973
4,1,27,1893,2203,0,0.462158,0.537842
4,1,28,1986,2110,0,0.484863,0.515137
4,1,29,1907,2189,0,0.465576,0.534424
4,2,0,0,4096,0,0,1
4,2,1,0,4096,0,0,1
4,2,2,4096,0,0,1,0
4,2,3,4096,0,0,1,0
4,2,4,4096,0,0,1,0
4,2,5,4096,0,0,1,0
4,2,15,1974,2122,0,0.481934,0.518066
4,2,16,1949,2147,0,0.47583,0.52417
4,2,17,1958,2138,0,0.478027,0.521973
4,2,23,1937,2159,0,0.4729,0.5271
4,2,24,1901,2195,0,0.464111,0.535889
4,2,27,1922,2174,0,0.469238,0.530762
4,2,28,1932,2164,0,0.47168,0.52832
4,3,0,0,4096,0,0,1
4,3,1,0,4096,0,0,1
4,3,2,4096,0,0,1,0
4,3,3,4096,0,0,1,0
4,3,4,4096,0,0,1,0
4,3,5,4096,0,0,1,0
4,3,15,1940,2156,0,0.473633,0.526367
4,3,16,1962,2134,0,0.479004,0.520996
4,3,17,1946,2150,0,0.475098,0.524902
4,3,23,1946,2150,0,0.475098,0.524902
4,3,24,1912,2184,0,0.466797,0.533203
4,3,27,1915,2181,0,0.467529,0.532471
4,3,28,1962,2134,0,0.479004,0.520996
4,3,29,1959,2137,0,0.478271,0.521729
5,0,0,0,4096,0,0,1
5,0,1,0,4096,0,0,1
5,0,2,4096,0,0,1,0
5,0,3,4096,0,0,1,0
5,0,4,4096,0,0,1,0
5,0,5,4096,0,0,1,0
5,0,15,1957,2139,0,0.477783,0.522217
5,0,16,1960,2136,0,0.478516,0.521484
5,0,17,1941,2155,0,0.473877,0.526123
5,0,23,1964,2132,0,0.479492,0.520508
5,0,24,1874,2222,0,0.45752,0.54248
5,0,27,1949,2147,0,0.47583,0.52417
5,0,28,1962,2134,0,0.479004,0.520996
5,0,29,1944,2152,0,0.474609,0.525391
5,1,0,0,4096,0,0,1
5,1,1,0,4096,0,0,1
5,1,2,4096,0,0,1,0
5,1,3,4096,0,0,1,0
5,1,4,4092,4,0,0.999023,0.000976562
5,1,5,4096,0,0,1,0
5,1,15,1993,2103,0,0.486572,0.513428
5,1,16,1923,2173,0,0.469482,0.530518
5,1,17,1941,2155,0,0.473877,0.526123
5,1,23,1960,2136,0,0.478516,0.521484
5,1,24,1908,2188,0,0.46582,0.53418
5,1,27,1943,2153,0,0.474365,0.525635
5,1,28,2011,2085,0,0.490967,0.509033
5,1,29,1985,2111,0,0.484619,0.515381
5,2,0,55,4041,0,0.0134277,0.986572
5,2,1,0,4096,0,0,1
5,2,2,4096,0,0,1,0
5,2,3,4096,0,0,1,0
5,2,4,4003,93,0,0.977295,0.0227051
5,2,5,4096,0,0,1,0
5,2,15,1981,2115,0,0.483643,0.516357
5,2,16,1895,2201,0,0.462646,0.537354
5,2,17,1925,2171,0,0.469971,0.530029
5,2,23,1965,2131,0,0.479736,0.520264
5,2,24,1946,2150,0,0.475098,0.524902
5,2,27,1941,2155,0,0.473877,0.526123
5,2,28,1918,2178,0,0.468262,0.531738
5,2,29,1923,2173,0,0.469482,0.530518
5,3,0,0,4096,0,0,1
5,3,1,0,4096,0,0,1
5,3,2,4096,0,0,1,0
5,3,3,4096,0,0,1,0
5,3,4,4096,0,0,1,0
5,3,5,4096,0,0,1,0
5,3,15,1030,3066,0,0.251465,0.748535
5,3,16,1921,2175,0,0.468994,0.531006
5,3,17,1958,2138,0,0.478027,0.521973
5,3,23,1940,2156,0,0.473633,0.526367
5,3,24,1972,2124,0,0.481445,0.518555
5,3,27,2034,2062,0,0.496582,0.503418
5,3,28,1902,2194,0,0.464355,0.535645
5,3,29,1935,2161,0,0.472412,0.527588
6,0,0,0,4096,0,0,1
6,0,1,0,4096,0,0,1
6,0,2,4096,0,0,1,0
6,0,3,4096,0,0,1,0
6,0,4,4096,0,0,1,0
6,0,5,4096,0,0,1,0
6,0,15,1955,2141,0,0.477295,0.522705
6,0,16,1959,2137,0,0.478271,0.521729
6,0,17,1955,2141,0,0.477295,0.522705
6,0,23,1951,2145,0,0.476318,0.523682
6,0,24,1919,2177,0,0.468506,0.531494
6,0,27,1920,2176,0,0.46875,0.53125
6,0,28,1948,2148,0,0.475586,0.524414
6,0,29,1918,2178,0,0.468262,0.531738
6,1,0,0,4096,0,0,1
6,1,1,0,4096,0,0,1
6,1,2,4096,0,0,1,0
6,1,3,4096,0,0,1,0
6,1,4,4096,0,0,1,0
6,1,5,4096,0,0,1,0
6,1,15,1888,2208,0,0.460938,0.539062
6,1,16,1971,2125,0,0.481201,0.518799
6,1,17,1928,2168,0,0.470703,0.529297
6,1,23,1967,2129,0,0.480225,0.519775
6,1,24,1945,2151,0,0.474854,0.525146
6,1,27,1975,2121,0,0.482178,0.517822
6,1,28,1975,2121,0,0.482178,0.517822
6,1,29,1942,2154,0,0.474121,0.525879
6,2,0,0,4096,0,0,1
6,2,1,0,4096,0,0,1
6,2,2,4096,0,0,1,0
6,2,3,4096,0,0,1,0
6,2,4,4096,0,0,1,0
6,2,5,4096,0,0,1,0
6,2,15,1998,2098,0,0.487793,0.512207
6,2,16,1969,2127,0,0.480713,0.519287
6,2,17,1946,2150,0,0.475098,0.524902
6,2,23,1933,2163,0,0.471924,0.528076
6,2,24,1988,2108,0,0.485352,0.514648
6,2,27,1921,2175,0,0.468994,0.531006
6,2,28,1914,2182,0,0.467285,0.532715
6,2,29,1970,2126,0,0.480957,0.519043
6,3,0,0,4096,0,0,1
6,3,1,0,4096,0,0,1
6,3,2,4096,0,0,1,0
6,3,3,4096,0,0,1,0
6,3,4,4096,0,0,1,0
6,3,5,4096,0,0,1,0
6,3,16,1959,2137,0,0.478271,0.521729
6,3,17,1919,2177,0,0.468506,0.531494
6,3,23,1978,2118,0,0.48291,0.51709
6,3,24,1987,2109,0,0.485107,0.514893
6,3,27,1936,2160,0,0.472656,0.527344
6,3,28,1981,2115,0,0.483643,0.516357
6,3,29,1965,2131,0,0.479736,0.520264
7,0,0,0,4096,0,0,1
7,0,1,0,4096,0,0,1
7,0,2,4096,0,0,1,0
7,0,3,4037,59,0,0.985596,0.0144043
7,0,4,4096,0,0,1,0
7,0,5,4096,0,0,1,0
7,0,15,1991,2105,0,0.486084,0.513916
7,0,16,1930,2166,0,0.471191,0.528809
7,0,17,1936,2160,0,0.472656,0.527344
7,0,23,2027,2069,0,0.494873,0.505127
7,0,24,1925,2171,0,0.469971,0.530029
7,0,27,1944,2152,0,0.474609,0.525391
7,0,28,1977,2119,0,0.482666,0.517334
7,0,29,1927,2169,0,0.470459,0.529541
7,1,0,0,4096,0,0,1
7,1,1,0,4096,0,0,1
7,1,2,4096,0,0,1,0
7,1,3,3956,140,0,0.96582,0.0341797
7,1,4,4096,0,0,1,0
7,1,5,4096,0,0,1,0
7,1,15,1892,2204,0,0.461914,0.538086
7,1,16,1981,2115,0,0.483643,0.516357
7,1,17,1965,2131,0,0.479736,0.520264
7,1,23,1877,2219,0,0.458252,0.541748
7,1,24,1966,2130,0,0.47998,0.52002
7,1,27,1930,2166,0,0.471191,0.528809
7,1,28,1940,2156,0,0.473633,0.526367
7,1,29,1996,2100,0,0.487305,0.512695
7,2,0,0,4096,0,0,1
7,2,1,0,4096,0,0,1
7,2,2,4096,0,0,1,0
7,2,3,4096,0,0,1,0
7,2,4,4096,0,0,1,0
7,2,5,4096,0,0,1,0
7,2,15,1941,2155,0,0.473877,0.526123
7,2,16,1980,2116,0,0.483398,0.516602
7,2,17,1019,3077,0,0.248779,0.751221
7,2,23,1937,2159,0,0.4729,0.5271
7,2,24,1950,2146,0,0.476074,0.523926
7,2,27,1030,3066,0,0.251465,0.748535
7,2,28,1946,2150,0,0.475098,0.524902
7,2,29,1922,2174,0,0.469238,0.530762
7,3,0,0,4096,0,0,1
7,3,1,0,4096,0,0,1
7,3,2,4096,0,0,1,0
7,3,3,4096,0,0,1,0
7,3,4,4096,0,0,1,0
7,3,5,4096,0,0,1,0
7,3,15,1997,2099,0,0.487549,0.512451
7,3,16,1897,2199,0,0.463135,0.536865
7,3,17,1959,2137,0,0.478271,0.521729
7,3,23,1928,2168,0,0.470703,0.529297
7,3,24,1977,2119,0,0.482666,0.517334
7,3,27,1909,2187,0,0.466064,0.533936
7,3,28,1955,2141,0,0.477295,0.522705
7,3,29,1934,2162,0,0.472168,0.527832
